trip_id,duration_sec,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_number,zip_code,subscriber_type,start_latitude,start_longitude,dockcount,end_latitude,end_longitude,date
883845,171,2015-08-10 19:26:00.000000 UTC,Temporary Transbay Terminal (Howard at Beale),55,2015-08-10 19:29:00.000000 UTC,Howard at 2nd,63,555,94130,Subscriber,37.789756,-122.394643,23,37.786978,-122.398108,2015-08-10
882916,3165,2015-08-10 10:28:00.000000 UTC,Powell Street BART,39,2015-08-10 11:21:00.000000 UTC,Commercial at Montgomery,45,187,nil,Customer,37.783871,-122.408433,19,37.794231,-122.402923,2015-08-10
882966,620,2015-08-10 11:16:00.000000 UTC,San Francisco Caltrain (Townsend at 4th),70,2015-08-10 11:27:00.000000 UTC,Harry Bridges Plaza (Ferry Building),50,191,94062,Subscriber,37.776617,-122.39526,19,37.795392,-122.394203,2015-08-10
883082,816,2015-08-10 14:03:00.000000 UTC,Market at 4th,76,2015-08-10 14:16:00.000000 UTC,Embarcadero at Bryant,54,404,94105,Subscriber,37.786305,-122.404966,19,37.787152,-122.388013,2015-08-10
882407,275,2015-08-10 07:49:00.000000 UTC,Steuart at Market,74,2015-08-10 07:53:00.000000 UTC,Embarcadero at Vallejo,48,503,94708,Subscriber,37.794139,-122.394434,23,37.799953,-122.398525,2015-08-10
883582,620,2015-08-10 17:50:00.000000 UTC,Civic Center BART (7th at Market),72,2015-08-10 18:00:00.000000 UTC,San Francisco Caltrain 2 (330 Townsend),69,427,94040,Subscriber,37.780356,-122.412919,23,37.776377,-122.39607,2015-08-10
883072,367,2015-08-10 13:43:00.000000 UTC,2nd at Folsom,62,2015-08-10 13:49:00.000000 UTC,Commercial at Montgomery,45,426,94107,Subscriber,37.785299,-122.396236,19,37.794231,-122.402923,2015-08-10
882245,270,2015-08-10 05:45:00.000000 UTC,Grant Avenue at Columbus Avenue,73,2015-08-10 05:50:00.000000 UTC,Market at Sansome,77,451,94133,Subscriber,37.798522,-122.407245,15,37.789625,-122.400811,2015-08-10
883161,387,2015-08-10 15:36:00.000000 UTC,Howard at 2nd,63,2015-08-10 15:42:00.000000 UTC,5th at Howard,57,625,2090,Customer,37.786978,-122.398108,19,37.781752,-122.405127,2015-08-10
883750,516,2015-08-10 18:40:00.000000 UTC,Powell at Post (Union Square),71,2015-08-10 18:48:00.000000 UTC,Davis at Jackson,42,405,94111,Subscriber,37.788446,-122.408499,19,37.79728,-122.398436,2015-08-10
883708,342,2015-08-10 18:27:00.000000 UTC,Embarcadero at Sansome,60,2015-08-10 18:33:00.000000 UTC,Steuart at Market,74,322,94102,Subscriber,37.80477,-122.403234,15,37.794139,-122.394434,2015-08-10
882435,542,2015-08-10 07:54:00.000000 UTC,Grant Avenue at Columbus Avenue,73,2015-08-10 08:03:00.000000 UTC,Embarcadero at Folsom,51,331,94109,Subscriber,37.798522,-122.407245,15,37.791464,-122.391034,2015-08-10
882393,847,2015-08-10 07:43:00.000000 UTC,Steuart at Market,74,2015-08-10 07:57:00.000000 UTC,Townsend at 7th,65,608,94965,Subscriber,37.794139,-122.394434,23,37.771058,-122.402717,2015-08-10
882712,374,2015-08-10 09:04:00.000000 UTC,Embarcadero at Sansome,60,2015-08-10 09:10:00.000000 UTC,Harry Bridges Plaza (Ferry Building),50,512,94111,Subscriber,37.80477,-122.403234,15,37.795392,-122.394203,2015-08-10
882741,327,2015-08-10 09:12:00.000000 UTC,Temporary Transbay Terminal (Howard at Beale),55,2015-08-10 09:17:00.000000 UTC,Commercial at Montgomery,45,393,94611,Subscriber,37.789756,-122.394643,23,37.794231,-122.402923,2015-08-10
883655,419,2015-08-10 18:07:00.000000 UTC,Embarcadero at Folsom,51,2015-08-10 18:14:00.000000 UTC,2nd at Townsend,61,96,94025,Customer,37.791464,-122.391034,19,37.780526,-122.390288,2015-08-10
883676,439,2015-08-10 18:15:00.000000 UTC,Broadway St at Battery St,82,2015-08-10 18:23:00.000000 UTC,Temporary Transbay Terminal (Howard at Beale),55,238,94602,Subscriber,37.798541,-122.400862,15,37.789756,-122.394643,2015-08-10
882524,977,2015-08-10 08:17:00.000000 UTC,Grant Avenue at Columbus Avenue,73,2015-08-10 08:34:00.000000 UTC,2nd at Townsend,61,391,94133,Subscriber,37.798522,-122.407245,15,37.780526,-122.390288,2015-08-10
882588,290,2015-08-10 08:39:00.000000 UTC,Steuart at Market,74,2015-08-10 08:44:00.000000 UTC,Howard at 2nd,63,67,94115,Subscriber,37.794139,-122.394434,23,37.786978,-122.398108,2015-08-10
882761,416,2015-08-10 09:16:00.000000 UTC,Mountain View Caltrain Station,28,2015-08-10 09:23:00.000000 UTC,Castro Street and El Camino Real,32,228,2780,Subscriber,37.394358,-122.076713,23,37.385956,-122.083678,2015-08-10
883756,214,2015-08-10 18:42:00.000000 UTC,Townsend at 7th,65,2015-08-10 18:46:00.000000 UTC,San Francisco Caltrain 2 (330 Townsend),69,583,95051,Subscriber,37.771058,-122.402717,15,37.776377,-122.39607,2015-08-10
882797,768,2015-08-10 09:30:00.000000 UTC,San Francisco Caltrain 2 (330 Townsend),69,2015-08-10 09:43:00.000000 UTC,Market at 10th,67,560,94025,Subscriber,37.776377,-122.39607,23,37.776619,-122.417385,2015-08-10
883542,436,2015-08-10 17:36:00.000000 UTC,Yerba Buena Center of the Arts (3rd @ Howard),68,2015-08-10 17:43:00.000000 UTC,San Francisco Caltrain 2 (330 Townsend),69,687,94087,Subscriber,37.784878,-122.401014,19,37.776377,-122.39607,2015-08-10
882858,410,2015-08-10 09:53:00.000000 UTC,San Francisco Caltrain 2 (330 Townsend),69,2015-08-10 10:00:00.000000 UTC,Yerba Buena Center of the Arts (3rd @ Howard),68,389,94070,Subscriber,37.776377,-122.39607,23,37.784878,-122.401014,2015-08-10
882841,606,2015-08-10 09:47:00.000000 UTC,Golden Gate at Polk,59,2015-08-10 09:57:00.000000 UTC,Steuart at Market,74,601,94102,Subscriber,37.781332,-122.418603,23,37.794139,-122.394434,2015-08-10
882645,465,2015-08-10 08:52:00.000000 UTC,San Francisco Caltrain (Townsend at 4th),70,2015-08-10 09:00:00.000000 UTC,Howard at 2nd,63,491,94306,Subscriber,37.776617,-122.39526,19,37.786978,-122.398108,2015-08-10
883286,478,2015-08-10 16:35:00.000000 UTC,Market at 4th,76,2015-08-10 16:43:00.000000 UTC,San Francisco Caltrain (Townsend at 4th),70,548,94040,Subscriber,37.786305,-122.404966,19,37.776617,-122.39526,2015-08-10
883345,3071,2015-08-10 16:55:00.000000 UTC,Paseo de San Antonio,7,2015-08-10 17:46:00.000000 UTC,Paseo de San Antonio,7,190,95126,Customer,37.333798,-121.886943,15,37.333798,-121.886943,2015-08-10
882717,514,2015-08-10 09:07:00.000000 UTC,Howard at 2nd,63,2015-08-10 09:15:00.000000 UTC,Civic Center BART (7th at Market),72,274,94611,Subscriber,37.786978,-122.398108,19,37.780356,-122.412919,2015-08-10
882974,260,2015-08-10 11:32:00.000000 UTC,Grant Avenue at Columbus Avenue,73,2015-08-10 11:37:00.000000 UTC,Commercial at Montgomery,45,455,94133,Subscriber,37.798522,-122.407245,15,37.794231,-122.402923,2015-08-10
883724,1254,2015-08-10 18:33:00.000000 UTC,San Francisco Caltrain (Townsend at 4th),70,2015-08-10 18:54:00.000000 UTC,Clay at Battery,41,468,94133,Subscriber,37.776617,-122.39526,19,37.795001,-122.39997,2015-08-10
883069,688,2015-08-10 13:35:00.000000 UTC,Embarcadero at Bryant,54,2015-08-10 13:47:00.000000 UTC,Commercial at Montgomery,45,189,94105,Subscriber,37.787152,-122.388013,15,37.794231,-122.402923,2015-08-10
882545,393,2015-08-10 08:22:00.000000 UTC,Steuart at Market,74,2015-08-10 08:29:00.000000 UTC,Embarcadero at Sansome,60,568,94565,Subscriber,37.794139,-122.394434,23,37.80477,-122.403234,2015-08-10
883831,308,2015-08-10 19:18:00.000000 UTC,Harry Bridges Plaza (Ferry Building),50,2015-08-10 19:23:00.000000 UTC,Embarcadero at Bryant,54,602,94107,Subscriber,37.795392,-122.394203,23,37.787152,-122.388013,2015-08-10
882593,193,2015-08-10 08:41:00.000000 UTC,Temporary Transbay Terminal (Howard at Beale),55,2015-08-10 08:44:00.000000 UTC,Embarcadero at Folsom,51,384,94804,Subscriber,37.789756,-122.394643,23,37.791464,-122.391034,2015-08-10
883541,840,2015-08-10 17:36:00.000000 UTC,Mountain View Caltrain Station,28,2015-08-10 17:50:00.000000 UTC,Rengstorff Avenue / California Street,33,233,94040-1724,Subscriber,37.394358,-122.076713,23,37.400241,-122.099076,2015-08-10
882819,644,2015-08-10 09:37:00.000000 UTC,Market at 10th,67,2015-08-10 09:48:00.000000 UTC,San Francisco Caltrain 2 (330 Townsend),69,390,94158,Subscriber,37.776619,-122.417385,27,37.776377,-122.39607,2015-08-10
882337,361,2015-08-10 07:22:00.000000 UTC,San Francisco Caltrain 2 (330 Townsend),69,2015-08-10 07:28:00.000000 UTC,5th at Howard,57,343,94025,Subscriber,37.776377,-122.39607,23,37.781752,-122.405127,2015-08-10
882994,1253,2015-08-10 12:05:00.000000 UTC,San Antonio Caltrain Station,29,2015-08-10 12:26:00.000000 UTC,Castro Street and El Camino Real,32,74,95133,Customer,37.40694,-122.106758,23,37.385956,-122.083678,2015-08-10
883575,298,2015-08-10 17:46:00.000000 UTC,Powell at Post (Union Square),71,2015-08-10 17:51:00.000000 UTC,Washington at Kearny,46,275,94109,Subscriber,37.788446,-122.408499,19,37.795425,-122.404767,2015-08-10
883612,696,2015-08-10 17:57:00.000000 UTC,2nd at Townsend,61,2015-08-10 18:09:00.000000 UTC,Davis at Jackson,42,402,94111,Subscriber,37.780526,-122.390288,27,37.79728,-122.398436,2015-08-10
882992,449,2015-08-10 12:04:00.000000 UTC,Embarcadero at Sansome,60,2015-08-10 12:12:00.000000 UTC,Embarcadero at Vallejo,48,193,31,Customer,37.80477,-122.403234,15,37.799953,-122.398525,2015-08-10
882896,507,2015-08-10 10:06:00.000000 UTC,San Jose Diridon Caltrain Station,2,2015-08-10 10:15:00.000000 UTC,St James Park,13,55,94105,Subscriber,37.329732,-121.901782,27,37.339301,-121.889937,2015-08-10
883764,350,2015-08-10 18:47:00.000000 UTC,Broadway St at Battery St,82,2015-08-10 18:53:00.000000 UTC,Temporary Transbay Terminal (Howard at Beale),55,507,94602,Subscriber,37.798541,-122.400862,15,37.789756,-122.394643,2015-08-10
883701,275,2015-08-10 18:24:00.000000 UTC,Commercial at Montgomery,45,2015-08-10 18:29:00.000000 UTC,Market at Sansome,77,189,94703,Subscriber,37.794231,-122.402923,15,37.789625,-122.400811,2015-08-10
883189,874,2015-08-10 15:54:00.000000 UTC,Post at Kearny,47,2015-08-10 16:09:00.000000 UTC,Harry Bridges Plaza (Ferry Building),50,587,94107,Customer,37.788975,-122.403452,19,37.795392,-122.394203,2015-08-10
883243,480,2015-08-10 16:20:00.000000 UTC,Beale at Market,56,2015-08-10 16:28:00.000000 UTC,Powell Street BART,39,443,94553,Subscriber,37.792251,-122.397086,19,37.783871,-122.408433,2015-08-10
883897,495,2015-08-10 20:04:00.000000 UTC,Market at 4th,76,2015-08-10 20:12:00.000000 UTC,2nd at Townsend,61,494,94107,Subscriber,37.786305,-122.404966,19,37.780526,-122.390288,2015-08-10
882932,581,2015-08-10 10:40:00.000000 UTC,South Van Ness at Market,66,2015-08-10 10:49:00.000000 UTC,Market at 4th,76,404,94116,Subscriber,37.774814,-122.418954,19,37.786305,-122.404966,2015-08-10
883444,541,2015-08-10 17:15:00.000000 UTC,San Francisco Caltrain 2 (330 Townsend),69,2015-08-10 17:24:00.000000 UTC,Powell Street BART,39,496,94577,Subscriber,37.776377,-122.39607,23,37.783871,-122.408433,2015-08-10
883817,126,2015-08-10 19:14:00.000000 UTC,Civic Center BART (7th at Market),72,2015-08-10 19:16:00.000000 UTC,Powell Street BART,39,364,94117,Subscriber,37.780356,-122.412919,23,37.783871,-122.408433,2015-08-10
883849,387,2015-08-10 19:27:00.000000 UTC,Mechanics Plaza (Market at Battery),75,2015-08-10 19:33:00.000000 UTC,Market at Sansome,77,310,94133,Subscriber,37.7913,-122.399051,19,37.789625,-122.400811,2015-08-10
883370,980,2015-08-10 17:02:00.000000 UTC,Clay at Battery,41,2015-08-10 17:18:00.000000 UTC,San Francisco Caltrain 2 (330 Townsend),69,457,94402,Subscriber,37.795001,-122.39997,15,37.776377,-122.39607,2015-08-10
882757,580,2015-08-10 09:15:00.000000 UTC,Embarcadero at Sansome,60,2015-08-10 09:25:00.000000 UTC,Spear at Folsom,49,526,94111,Subscriber,37.80477,-122.403234,15,37.789625,-122.390264,2015-08-10
883327,312,2015-08-10 16:50:00.000000 UTC,Castro Street and El Camino Real,32,2015-08-10 16:55:00.000000 UTC,Mountain View Caltrain Station,28,639,94118,Subscriber,37.385956,-122.083678,11,37.394358,-122.076713,2015-08-10
883302,533,2015-08-10 16:42:00.000000 UTC,Market at 10th,67,2015-08-10 16:51:00.000000 UTC,San Francisco Caltrain 2 (330 Townsend),69,360,94061,Subscriber,37.776619,-122.417385,27,37.776377,-122.39607,2015-08-10
882513,765,2015-08-10 08:13:00.000000 UTC,Embarcadero at Sansome,60,2015-08-10 08:26:00.000000 UTC,Powell Street BART,39,462,94133,Subscriber,37.80477,-122.403234,15,37.783871,-122.408433,2015-08-10
882865,610,2015-08-10 09:57:00.000000 UTC,Market at Sansome,77,2015-08-10 10:07:00.000000 UTC,Grant Avenue at Columbus Avenue,73,455,94131,Subscriber,37.789625,-122.400811,27,37.798522,-122.407245,2015-08-10
883106,938,2015-08-10 14:40:00.000000 UTC,San Francisco Caltrain (Townsend at 4th),70,2015-08-10 14:56:00.000000 UTC,Spear at Folsom,49,556,94105,Subscriber,37.776617,-122.39526,19,37.789625,-122.390264,2015-08-10
882493,1256,2015-08-10 08:07:00.000000 UTC,San Francisco Caltrain (Townsend at 4th),70,2015-08-10 08:28:00.000000 UTC,Davis at Jackson,42,451,94303,Subscriber,37.776617,-122.39526,19,37.79728,-122.398436,2015-08-10
883075,1226,2015-08-10 13:50:00.000000 UTC,SJSU 4th at San Carlos,12,2015-08-10 14:10:00.000000 UTC,San Jose Diridon Caltrain Station,2,695,10606,Customer,37.332808,-121.883891,19,37.329732,-121.901782,2015-08-10
883319,553,2015-08-10 16:47:00.000000 UTC,Powell at Post (Union Square),71,2015-08-10 16:56:00.000000 UTC,San Francisco Caltrain 2 (330 Townsend),69,386,94158,Subscriber,37.788446,-122.408499,19,37.776377,-122.39607,2015-08-10
882869,6563,2015-08-10 09:58:00.000000 UTC,Grant Avenue at Columbus Avenue,73,2015-08-10 11:47:00.000000 UTC,Embarcadero at Sansome,60,270,60083,Customer,37.798522,-122.407245,15,37.80477,-122.403234,2015-08-10
883357,565,2015-08-10 16:57:00.000000 UTC,Market at Sansome,77,2015-08-10 17:07:00.000000 UTC,San Francisco Caltrain 2 (330 Townsend),69,456,94306,Subscriber,37.789625,-122.400811,27,37.776377,-122.39607,2015-08-10
883085,915,2015-08-10 14:04:00.000000 UTC,Steuart at Market,74,2015-08-10 14:19:00.000000 UTC,Washington at Kearny,46,599,nil,Customer,37.794139,-122.394434,23,37.795425,-122.404767,2015-08-10
883665,499,2015-08-10 18:09:00.000000 UTC,Yerba Buena Center of the Arts (3rd @ Howard),68,2015-08-10 18:17:00.000000 UTC,San Francisco Caltrain (Townsend at 4th),70,334,94070,Subscriber,37.784878,-122.401014,19,37.776617,-122.39526,2015-08-10
882549,246,2015-08-10 08:24:00.000000 UTC,Broadway St at Battery St,82,2015-08-10 08:28:00.000000 UTC,Steuart at Market,74,407,94133,Subscriber,37.798541,-122.400862,15,37.794139,-122.394434,2015-08-10
883658,551,2015-08-10 18:08:00.000000 UTC,5th at Howard,57,2015-08-10 18:17:00.000000 UTC,Temporary Transbay Terminal (Howard at Beale),55,621,94103,Subscriber,37.781752,-122.405127,15,37.789756,-122.394643,2015-08-10
883549,600,2015-08-10 17:38:00.000000 UTC,5th at Howard,57,2015-08-10 17:48:00.000000 UTC,2nd at Townsend,61,625,94610,Subscriber,37.781752,-122.405127,15,37.780526,-122.390288,2015-08-10
883011,272,2015-08-10 12:19:00.000000 UTC,2nd at Townsend,61,2015-08-10 12:23:00.000000 UTC,San Francisco Caltrain 2 (330 Townsend),69,541,94549,Subscriber,37.780526,-122.390288,27,37.776377,-122.39607,2015-08-10
883081,367,2015-08-10 13:59:00.000000 UTC,San Jose City Hall,10,2015-08-10 14:06:00.000000 UTC,San Pedro Square,6,37,95113,Subscriber,37.337391,-121.886995,15,37.336721,-121.894074,2015-08-10
883584,768,2015-08-10 17:50:00.000000 UTC,San Francisco Caltrain (Townsend at 4th),70,2015-08-10 18:03:00.000000 UTC,Market at Sansome,77,566,94549,Subscriber,37.776617,-122.39526,19,37.789625,-122.400811,2015-08-10
883048,439,2015-08-10 13:05:00.000000 UTC,Powell Street BART,39,2015-08-10 13:12:00.000000 UTC,San Francisco Caltrain 2 (330 Townsend),69,444,94107,Subscriber,37.783871,-122.408433,19,37.776377,-122.39607,2015-08-10
882585,551,2015-08-10 08:38:00.000000 UTC,Harry Bridges Plaza (Ferry Building),50,2015-08-10 08:47:00.000000 UTC,2nd at Townsend,61,569,94949,Subscriber,37.795392,-122.394203,23,37.780526,-122.390288,2015-08-10
883190,258,2015-08-10 15:55:00.000000 UTC,Market at 4th,76,2015-08-10 16:00:00.000000 UTC,Howard at 2nd,63,454,94110,Subscriber,37.786305,-122.404966,19,37.786978,-122.398108,2015-08-10
